[DEBUG] 2019-10-15 18:58:20.036 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-15 18:58:20.044 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-15 18:58:20.047 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-15 18:58:20.129 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-15 18:58:20.131 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-15 18:58:20.374 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-15 18:58:20.375 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-15 18:58:20.383 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-15 18:58:20.666 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-15 18:58:20.682 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-15 18:58:20.683 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2019-10-15 18:58:22.273 [main] EntityLoader - Static select for entity dqtravelspots.entity.Usertrip [READ]: select usertrip0_.id as id1_2_0_, usertrip0_.citylocationcode as cityloca2_2_0_, usertrip0_.comment as comment3_2_0_, usertrip0_.date_registered as date_reg4_2_0_, usertrip0_.rating as rating5_2_0_, usertrip0_.user_id as user_id6_2_0_, pointsofin1_.usertrips_id as usertrip8_0_1_, pointsofin1_.id as id1_0_1_, pointsofin1_.id as id1_0_2_, pointsofin1_.citylocationcode as cityloca2_0_2_, pointsofin1_.comment as comment3_0_2_, pointsofin1_.date_registered as date_reg4_0_2_, pointsofin1_.description as descript5_0_2_, pointsofin1_.title as title6_0_2_, pointsofin1_.url as url7_0_2_, pointsofin1_.usertrips_id as usertrip8_0_2_, user2_.id as id1_1_3_, user2_.date_registered as date_reg2_1_3_, user2_.email as email3_1_3_, user2_.first_name as first_na4_1_3_, user2_.last_name as last_nam5_1_3_, user2_.password as password6_1_3_, user2_.user_name as user_nam7_1_3_ from usertrips usertrip0_ left outer join pointofinterest pointsofin1_ on usertrip0_.id=pointsofin1_.usertrips_id left outer join user user2_ on usertrip0_.user_id=user2_.id where usertrip0_.id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] Loader - Static select for action ACTION_MERGE on entity dqtravelspots.entity.Usertrip: select usertrip0_.id as id1_2_1_, usertrip0_.citylocationcode as cityloca2_2_1_, usertrip0_.comment as comment3_2_1_, usertrip0_.date_registered as date_reg4_2_1_, usertrip0_.rating as rating5_2_1_, usertrip0_.user_id as user_id6_2_1_, pointsofin1_.usertrips_id as usertrip8_0_3_, pointsofin1_.id as id1_0_3_, pointsofin1_.id as id1_0_0_, pointsofin1_.citylocationcode as cityloca2_0_0_, pointsofin1_.comment as comment3_0_0_, pointsofin1_.date_registered as date_reg4_0_0_, pointsofin1_.description as descript5_0_0_, pointsofin1_.title as title6_0_0_, pointsofin1_.url as url7_0_0_, pointsofin1_.usertrips_id as usertrip8_0_0_ from usertrips usertrip0_ left outer join pointofinterest pointsofin1_ on usertrip0_.id=pointsofin1_.usertrips_id where usertrip0_.id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] Loader - Static select for action ACTION_REFRESH on entity dqtravelspots.entity.Usertrip: select usertrip0_.id as id1_2_1_, usertrip0_.citylocationcode as cityloca2_2_1_, usertrip0_.comment as comment3_2_1_, usertrip0_.date_registered as date_reg4_2_1_, usertrip0_.rating as rating5_2_1_, usertrip0_.user_id as user_id6_2_1_, pointsofin1_.usertrips_id as usertrip8_0_3_, pointsofin1_.id as id1_0_3_, pointsofin1_.id as id1_0_0_, pointsofin1_.citylocationcode as cityloca2_0_0_, pointsofin1_.comment as comment3_0_0_, pointsofin1_.date_registered as date_reg4_0_0_, pointsofin1_.description as descript5_0_0_, pointsofin1_.title as title6_0_0_, pointsofin1_.url as url7_0_0_, pointsofin1_.usertrips_id as usertrip8_0_0_ from usertrips usertrip0_ left outer join pointofinterest pointsofin1_ on usertrip0_.id=pointsofin1_.usertrips_id where usertrip0_.id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister - Static SQL for entity: dqtravelspots.entity.Pointofinterest
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Version select: select id from pointofinterest where id =?
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Snapshot select: select pointofint_.id, pointofint_.citylocationcode as cityloca2_0_, pointofint_.comment as comment3_0_, pointofint_.date_registered as date_reg4_0_, pointofint_.description as descript5_0_, pointofint_.title as title6_0_, pointofint_.url as url7_0_, pointofint_.usertrips_id as usertrip8_0_ from pointofinterest pointofint_ where pointofint_.id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Insert 0: insert into pointofinterest (citylocationcode, comment, date_registered, description, title, url, usertrips_id, id) values (?, ?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Update 0: update pointofinterest set citylocationcode=?, comment=?, date_registered=?, description=?, title=?, url=?, usertrips_id=? where id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Delete 0: delete from pointofinterest where id=?
[DEBUG] 2019-10-15 18:58:22.283 [main] AbstractEntityPersister -  Identity insert: insert into pointofinterest (citylocationcode, comment, date_registered, description, title, url, usertrips_id) values (?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2019-10-15 18:58:22.284 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@69ed5ea2]
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : cityLocation
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : comment
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : dateRegistered
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : title
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : url
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips
[DEBUG] 2019-10-15 18:58:22.284 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5eed6dfb]
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.Pointsofinterest
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Property path deemed to be circular : usertrips.Pointsofinterest
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.cityLocation
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.comment
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.dateRegistered
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.rating
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user
[DEBUG] 2019-10-15 18:58:22.284 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@551be9f6]
[DEBUG] 2019-10-15 18:58:22.284 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.Usertrips
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Property path deemed to be circular : usertrips.user.Usertrips
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.dateRegistered
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.email
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.firstName
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.lastName
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.password
[DEBUG] 2019-10-15 18:58:22.285 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.userName
[DEBUG] 2019-10-15 18:58:22.285 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2019-10-15 18:58:22.285 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2019-10-15 18:58:22.285 [main] LoadPlanTreePrinter - LoadPlan(entity=dqtravelspots.entity.Pointofinterest)
    - Returns
       - EntityReturnImpl(entity=dqtravelspots.entity.Pointofinterest, querySpaceUid=<gen:0>, path=dqtravelspots.entity.Pointofinterest)
          - EntityAttributeFetchImpl(entity=dqtravelspots.entity.Usertrip, querySpaceUid=<gen:1>, path=dqtravelspots.entity.Pointofinterest.usertrips)
             - EntityAttributeFetchImpl(entity=dqtravelspots.entity.User, querySpaceUid=<gen:2>, path=dqtravelspots.entity.Pointofinterest.usertrips.user)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dqtravelspots.entity.Pointofinterest)
          - SQL table alias mapping - pointofint0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}
          - JOIN (JoinDefinedByMetadata(usertrips)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=dqtravelspots.entity.Usertrip)
                - SQL table alias mapping - usertrip1_
                - alias suffix - 1_
                - suffixed key columns - {id1_2_1_}
                - JOIN (JoinDefinedByMetadata(user)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=dqtravelspots.entity.User)
                      - SQL table alias mapping - user2_
                      - alias suffix - 2_
                      - suffixed key columns - {id1_1_2_}

[DEBUG] 2019-10-15 18:58:22.285 [main] EntityLoader - Static select for entity dqtravelspots.entity.Pointofinterest [NONE]: select pointofint0_.id as id1_0_0_, pointofint0_.citylocationcode as cityloca2_0_0_, pointofint0_.comment as comment3_0_0_, pointofint0_.date_registered as date_reg4_0_0_, pointofint0_.description as descript5_0_0_, pointofint0_.title as title6_0_0_, pointofint0_.url as url7_0_0_, pointofint0_.usertrips_id as usertrip8_0_0_, usertrip1_.id as id1_2_1_, usertrip1_.citylocationcode as cityloca2_2_1_, usertrip1_.comment as comment3_2_1_, usertrip1_.date_registered as date_reg4_2_1_, usertrip1_.rating as rating5_2_1_, usertrip1_.user_id as user_id6_2_1_, user2_.id as id1_1_2_, user2_.date_registered as date_reg2_1_2_, user2_.email as email3_1_2_, user2_.first_name as first_na4_1_2_, user2_.last_name as last_nam5_1_2_, user2_.password as password6_1_2_, user2_.user_name as user_nam7_1_2_ from pointofinterest pointofint0_ left outer join usertrips usertrip1_ on pointofint0_.usertrips_id=usertrip1_.id left outer join user user2_ on usertrip1_.user_id=user2_.id where pointofint0_.id=?
[DEBUG] 2019-10-15 18:58:22.285 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@13250132]
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : cityLocation
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : comment
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : dateRegistered
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : title
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : url
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips
[DEBUG] 2019-10-15 18:58:22.286 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4a864d4d]
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.Pointsofinterest
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Property path deemed to be circular : usertrips.Pointsofinterest
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.cityLocation
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.comment
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.dateRegistered
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.rating
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user
[DEBUG] 2019-10-15 18:58:22.286 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@46a123e4]
[DEBUG] 2019-10-15 18:58:22.286 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.Usertrips
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Property path deemed to be circular : usertrips.user.Usertrips
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.dateRegistered
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.email
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.firstName
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.lastName
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.password
[DEBUG] 2019-10-15 18:58:22.287 [main] MetamodelGraphWalker - Visiting attribute path : usertrips.user.userName
[DEBUG] 2019-10-15 18:58:22.287 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2019-10-15 18:58:22.287 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2019-10-15 18:58:22.287 [main] LoadPlanTreePrinter - LoadPlan(entity=dqtravelspots.entity.Pointofinterest)
    - Returns
       - EntityReturnImpl(entity=dqtravelspots.entity.Pointofinterest, querySpaceUid=<gen:0>, path=dqtravelspots.entity.Pointofinterest)
          - EntityAttributeFetchImpl(entity=dqtravelspots.entity.Usertrip, querySpaceUid=<gen:1>, path=dqtravelspots.entity.Pointofinterest.usertrips)
             - EntityAttributeFetchImpl(entity=dqtravelspots.entity.User, querySpaceUid=<gen:2>, path=dqtravelspots.entity.Pointofinterest.usertrips.user)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dqtravelspots.entity.Pointofinterest)
          - SQL table alias mapping - pointofint0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}
          - JOIN (JoinDefinedByMetadata(usertrips)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=dqtravelspots.entity.Usertrip)
                - SQL table alias mapping - usertrip1_
                - alias suffix - 1_
                - suffixed key columns - {id1_2_1_}
                - JOIN (JoinDefinedByMetadata(user)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=dqtravelspots.entity.User)
                      - SQL table alias mapping - user2_
                      - alias suffix - 2_
                      - suffixed key columns - {id1_1_2_}

[DEBUG] 2019-10-15 18:58:22.287 [main] EntityLoader - Static select for entity dqtravelspots.entity.Pointofinterest [READ]: select pointofint0_.id as id1_0_0_, pointofint0_.citylocationcode as cityloca2_0_0_, pointofint0_.comment as comment3_0_0_, pointofint0_.date_registered as date_reg4_0_0_, pointofint0_.description as descript5_0_0_, pointofint0_.title as title6_0_0_, pointofint0_.url as url7_0_0_, pointofint0_.usertrips_id as usertrip8_0_0_, usertrip1_.id as id1_2_1_, usertrip1_.citylocationcode as cityloca2_2_1_, usertrip1_.comment as comment3_2_1_, usertrip1_.date_registered as date_reg4_2_1_, usertrip1_.rating as rating5_2_1_, usertrip1_.user_id as user_id6_2_1_, user2_.id as id1_1_2_, user2_.date_registered as date_reg2_1_2_, user2_.email as email3_1_2_, user2_.first_name as first_na4_1_2_, user2_.last_name as last_nam5_1_2_, user2_.password as password6_1_2_, user2_.user_name as user_nam7_1_2_ from pointofinterest pointofint0_ left outer join usertrips usertrip1_ on pointofint0_.usertrips_id=usertrip1_.id left outer join user user2_ on usertrip1_.user_id=user2_.id where pointofint0_.id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] Loader - Static select for action ACTION_MERGE on entity dqtravelspots.entity.Pointofinterest: select pointofint0_.id as id1_0_0_, pointofint0_.citylocationcode as cityloca2_0_0_, pointofint0_.comment as comment3_0_0_, pointofint0_.date_registered as date_reg4_0_0_, pointofint0_.description as descript5_0_0_, pointofint0_.title as title6_0_0_, pointofint0_.url as url7_0_0_, pointofint0_.usertrips_id as usertrip8_0_0_ from pointofinterest pointofint0_ where pointofint0_.id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] Loader - Static select for action ACTION_REFRESH on entity dqtravelspots.entity.Pointofinterest: select pointofint0_.id as id1_0_0_, pointofint0_.citylocationcode as cityloca2_0_0_, pointofint0_.comment as comment3_0_0_, pointofint0_.date_registered as date_reg4_0_0_, pointofint0_.description as descript5_0_0_, pointofint0_.title as title6_0_0_, pointofint0_.url as url7_0_0_, pointofint0_.usertrips_id as usertrip8_0_0_ from pointofinterest pointofint0_ where pointofint0_.id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister - Static SQL for entity: dqtravelspots.entity.User
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Version select: select id from user where id =?
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Snapshot select: select user_.id, user_.date_registered as date_reg2_1_, user_.email as email3_1_, user_.first_name as first_na4_1_, user_.last_name as last_nam5_1_, user_.password as password6_1_, user_.user_name as user_nam7_1_ from user user_ where user_.id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Insert 0: insert into user (date_registered, email, first_name, last_name, password, user_name, id) values (?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Update 0: update user set date_registered=?, email=?, first_name=?, last_name=?, password=?, user_name=? where id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Delete 0: delete from user where id=?
[DEBUG] 2019-10-15 18:58:22.288 [main] AbstractEntityPersister -  Identity insert: insert into user (date_registered, email, first_name, last_name, password, user_name) values (?, ?, ?, ?, ?, ?)
[DEBUG] 2019-10-15 18:58:22.288 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3c28e5b6]
[DEBUG] 2019-10-15 18:58:22.288 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips
[DEBUG] 2019-10-15 18:58:22.288 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@3a296107]
[DEBUG] 2019-10-15 18:58:22.288 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1f129467]
[DEBUG] 2019-10-15 18:58:22.288 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest
[DEBUG] 2019-10-15 18:58:22.288 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@26457986]
[DEBUG] 2019-10-15 18:58:22.289 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2dff7085]
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.cityLocation
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.comment
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.dateRegistered
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.description
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.title
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.url
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.Pointsofinterest.usertrips
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Property path deemed to be circular : Usertrips.Pointsofinterest.usertrips
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.cityLocation
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.comment
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.dateRegistered
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.rating
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips.user
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Property path deemed to be circular : Usertrips.user
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : dateRegistered
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : email
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : firstName
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : lastName
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : password
[DEBUG] 2019-10-15 18:58:22.289 [main] MetamodelGraphWalker - Visiting attribute path : userName
[DEBUG] 2019-10-15 18:58:22.289 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2019-10-15 18:58:22.290 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2019-10-15 18:58:22.290 [main] LoadPlanTreePrinter - LoadPlan(entity=dqtravelspots.entity.User)
    - Returns
       - EntityReturnImpl(entity=dqtravelspots.entity.User, querySpaceUid=<gen:0>, path=dqtravelspots.entity.User)
          - CollectionAttributeFetchImpl(collection=dqtravelspots.entity.User.Usertrips, querySpaceUid=<gen:1>, path=dqtravelspots.entity.User.Usertrips)
             - (collection element) CollectionFetchableElementEntityGraph(entity=dqtravelspots.entity.Usertrip, querySpaceUid=<gen:2>, path=dqtravelspots.entity.User.Usertrips.<elements>)
                - CollectionAttributeFetchImpl(collection=dqtravelspots.entity.Usertrip.Pointsofinterest, querySpaceUid=<gen:3>, path=dqtravelspots.entity.User.Usertrips.<elements>.Pointsofinterest)
                   - (collection element) CollectionFetchableElementEntityGraph(entity=dqtravelspots.entity.Pointofinterest, querySpaceUid=<gen:4>, path=dqtravelspots.entity.User.Usertrips.<elements>.Pointsofinterest.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dqtravelspots.entity.User)
          - SQL table alias mapping - user0_
          - alias suffix - 0_
          - suffixed key columns - {id1_1_0_}
          - JOIN (JoinDefinedByMetadata(Usertrips)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=dqtravelspots.entity.User.Usertrips)
                - SQL table alias mapping - usertrips1_
                - alias suffix - 1_
                - suffixed key columns - {user_id6_2_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id1_2_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=dqtravelspots.entity.Usertrip)
                      - SQL table alias mapping - usertrips1_
                      - alias suffix - 2_
                      - suffixed key columns - {id1_2_2_}
                      - JOIN (JoinDefinedByMetadata(Pointsofinterest)) : <gen:2> -> <gen:3>
                         - CollectionQuerySpaceImpl(uid=<gen:3>, collection=dqtravelspots.entity.Usertrip.Pointsofinterest)
                            - SQL table alias mapping - pointsofin2_
                            - alias suffix - 3_
                            - suffixed key columns - {usertrip8_0_3_}
                            - entity-element alias suffix - 4_
                            - 4_entity-element suffixed key columns - id1_0_4_
                            - JOIN (JoinDefinedByMetadata(elements)) : <gen:3> -> <gen:4>
                               - EntityQuerySpaceImpl(uid=<gen:4>, entity=dqtravelspots.entity.Pointofinterest)
                                  - SQL table alias mapping - pointsofin2_
                                  - alias suffix - 4_
                                  - suffixed key columns - {id1_0_4_}

[DEBUG] 2019-10-15 18:58:22.290 [main] EntityLoader - Static select for entity dqtravelspots.entity.User [NONE]: select user0_.id as id1_1_0_, user0_.date_registered as date_reg2_1_0_, user0_.email as email3_1_0_, user0_.first_name as first_na4_1_0_, user0_.last_name as last_nam5_1_0_, user0_.password as password6_1_0_, user0_.user_name as user_nam7_1_0_, usertrips1_.user_id as user_id6_2_1_, usertrips1_.id as id1_2_1_, usertrips1_.id as id1_2_2_, usertrips1_.citylocationcode as cityloca2_2_2_, usertrips1_.comment as comment3_2_2_, usertrips1_.date_registered as date_reg4_2_2_, usertrips1_.rating as rating5_2_2_, usertrips1_.user_id as user_id6_2_2_, pointsofin2_.usertrips_id as usertrip8_0_3_, pointsofin2_.id as id1_0_3_, pointsofin2_.id as id1_0_4_, pointsofin2_.citylocationcode as cityloca2_0_4_, pointsofin2_.comment as comment3_0_4_, pointsofin2_.date_registered as date_reg4_0_4_, pointsofin2_.description as descript5_0_4_, pointsofin2_.title as title6_0_4_, pointsofin2_.url as url7_0_4_, pointsofin2_.usertrips_id as usertrip8_0_4_ from user user0_ left outer join usertrips usertrips1_ on user0_.id=usertrips1_.user_id left outer join pointofinterest pointsofin2_ on usertrips1_.id=pointsofin2_.usertrips_id where user0_.id=?
[DEBUG] 2019-10-15 18:58:22.290 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5d1d9d73]
[DEBUG] 2019-10-15 18:58:22.290 [main] MetamodelGraphWalker - Visiting attribute path : Usertrips
[DEBUG] 2019-10-15 18:58:22.290 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@764a3e5d]
